0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	1
52	5
53	4
54	63
55	226
56	404
57	485
58	441
59	421
60	404
61	359
62	368
63	352
64	336
65	332
66	341
67	315
68	332
69	332
70	343
71	316
72	297
73	334
74	327
75	331
76	292
77	281
78	287
79	300
80	284
81	276
82	286
83	292
84	302
85	303
86	310
87	291
88	296
89	298
90	309
91	283
92	293
93	314
94	316
95	345
96	333
97	304
98	344
99	355
100	338
101	329
102	294
103	293
104	272
105	283
106	276
107	258
108	292
109	258
110	265
111	283
112	242
113	258
114	295
115	262
116	230
117	238
118	238
119	259
120	261
121	233
122	252
123	251
124	254
125	248
126	262
127	217
128	234
129	260
130	235
131	276
132	224
133	233
134	246
135	240
136	261
137	240
138	242
139	239
140	237
141	207
142	237
143	224
144	255
145	225
146	237
147	197
148	230
149	242
150	219
151	211
152	217
153	230
154	210
155	253
156	231
157	209
158	239
159	236
160	191
161	211
162	219
163	207
164	215
165	226
166	233
167	241
168	212
169	172
170	217
171	210
172	224
173	225
174	198
175	222
176	211
177	191
178	202
179	206
180	202
181	175
182	228
183	195
184	193
185	204
186	208
187	172
188	191
189	185
190	191
191	192
192	205
193	207
194	198
195	184
196	190
197	182
198	188
199	191
200	195
201	178
202	169
203	189
204	195
205	169
206	197
207	194
208	180
209	182
210	199
211	169
212	209
213	177
214	182
215	174
216	186
217	177
218	165
219	177
220	182
221	183
222	168
223	175
224	184
225	169
226	160
227	161
228	153
229	175
230	172
231	197
232	177
233	141
234	168
235	196
236	176
237	160
238	159
239	179
240	169
241	155
242	159
243	157
244	156
245	166
246	143
247	165
248	180
249	158
250	158
251	158
252	164
253	161
254	168
255	171
256	166
257	131
258	152
259	172
260	141
261	145
262	136
263	151
264	150
265	153
266	177
267	153
268	149
269	136
270	131
271	168
272	157
273	129
274	131
275	154
276	167
277	145
278	150
279	136
280	137
281	162
282	121
283	159
284	147
285	139
286	140
287	145
288	153
289	169
290	147
291	137
292	166
293	141
294	152
295	145
296	147
297	148
298	148
299	150
300	145
301	110
302	120
303	130
304	140
305	125
306	130
307	131
308	128
309	133
310	135
311	135
312	165
313	132
314	141
315	141
316	126
317	131
318	130
319	143
320	139
321	127
322	155
323	110
324	128
325	125
326	134
327	132
328	144
329	143
330	143
331	137
332	128
333	126
334	123
335	121
336	143
337	126
338	139
339	119
340	131
341	150
342	135
343	162
344	180
345	201
346	212
347	172
348	159
349	128
350	125
351	143
352	149
353	154
354	191
355	221
356	280
357	299
358	260
359	207
360	148
361	109
362	123
363	104
364	98
365	105
366	123
367	139
368	112
369	126
370	123
371	107
372	120
373	110
374	116
375	99
376	128
377	98
378	100
379	124
380	116
381	99
382	101
383	117
384	105
385	99
386	118
387	103
388	137
389	126
390	112
391	112
392	108
393	118
394	114
395	108
396	118
397	106
398	109
399	111
400	124
401	126
402	129
403	154
404	133
405	194
406	209
407	201
408	171
409	164
410	133
411	111
412	122
413	118
414	116
415	133
416	128
417	146
418	134
419	154
420	128
421	136
422	100
423	112
424	114
425	107
426	111
427	102
428	93
429	98
430	106
431	106
432	107
433	124
434	109
435	107
436	117
437	114
438	113
439	99
440	110
441	108
442	108
443	122
444	146
445	130
446	122
447	132
448	120
449	108
450	113
451	112
452	102
453	88
454	114
455	98
456	108
457	120
458	111
459	100
460	104
461	84
462	104
463	113
464	110
465	107
466	107
467	95
468	91
469	115
470	93
471	86
472	114
473	98
474	97
475	104
476	112
477	100
478	88
479	92
480	88
481	96
482	102
483	114
484	97
485	111
486	101
487	115
488	95
489	100
490	90
491	109
492	101
493	107
494	101
495	95
496	95
497	88
498	93
499	100
500	94
501	88
502	103
503	80
504	107
505	95
506	104
507	91
508	92
509	77
510	100
511	108
512	111
513	91
514	100
515	106
516	87
517	99
518	111
519	99
520	93
521	97
522	110
523	100
524	102
525	98
526	97
527	105
528	97
529	106
530	92
531	92
532	91
533	83
