0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	1
51	1
52	2
53	8
54	65
55	290
56	650
57	767
58	728
59	662
60	580
61	499
62	508
63	502
64	492
65	480
66	482
67	459
68	445
69	412
70	424
71	421
72	438
73	457
74	450
75	443
76	446
77	406
78	427
79	412
80	417
81	430
82	408
83	433
84	397
85	413
86	422
87	459
88	408
89	454
90	393
91	412
92	430
93	432
94	441
95	472
96	458
97	397
98	403
99	426
100	427
101	468
102	419
103	394
104	382
105	388
106	400
107	430
108	378
109	363
110	352
111	371
112	364
113	357
114	343
115	339
116	346
117	339
118	363
119	357
120	379
121	348
122	342
123	352
124	334
125	352
126	356
127	338
128	340
129	326
130	340
131	330
132	343
133	337
134	330
135	331
136	338
137	355
138	314
139	324
140	325
141	348
142	319
143	331
144	309
145	341
146	305
147	315
148	312
149	336
150	299
151	296
152	306
153	290
154	317
155	322
156	303
157	310
158	271
159	305
160	337
161	312
162	291
163	334
164	308
165	287
166	295
167	320
168	317
169	308
170	316
171	278
172	277
173	278
174	287
175	269
176	256
177	299
178	268
179	296
180	286
181	292
182	269
183	263
184	267
185	249
186	257
187	270
188	299
189	284
190	295
191	266
192	255
193	282
194	278
195	259
196	265
197	281
198	275
199	251
200	284
201	261
202	237
203	272
204	278
205	281
206	236
207	270
208	251
209	225
210	252
211	284
212	266
213	249
214	261
215	260
216	266
217	298
218	263
219	219
220	244
221	259
222	255
223	240
224	263
225	279
226	238
227	272
228	248
229	218
230	247
231	228
232	241
233	231
234	217
235	252
236	240
237	258
238	218
239	230
240	213
241	269
242	244
243	235
244	244
245	250
246	240
247	245
248	251
249	230
250	233
251	238
252	237
253	218
254	247
255	228
256	236
257	224
258	206
259	230
260	225
261	222
262	248
263	223
264	196
265	219
266	228
267	236
268	222
269	241
270	259
271	270
272	245
273	220
274	225
275	248
276	206
277	246
278	266
279	216
280	220
281	225
282	216
283	208
284	219
285	213
286	215
287	226
288	229
289	169
290	185
291	195
292	213
293	217
294	199
295	182
296	207
297	182
298	220
299	201
300	203
301	206
302	231
303	192
304	196
305	177
306	192
307	204
308	203
309	194
310	199
311	195
312	213
313	196
314	210
315	203
316	247
317	222
318	225
319	204
320	198
321	192
322	220
323	198
324	214
325	209
326	192
327	177
328	196
329	205
330	226
331	188
332	207
333	196
334	194
335	207
336	199
337	195
338	170
339	187
340	198
341	178
342	198
343	249
344	284
345	319
346	311
347	289
348	265
349	241
350	178
351	184
352	177
353	245
354	283
355	365
356	430
357	419
358	383
359	310
360	216
361	189
362	192
363	157
364	180
365	161
366	179
367	147
368	161
369	195
370	178
371	201
372	167
373	162
374	204
375	201
376	146
377	195
378	160
379	174
380	172
381	165
382	175
383	167
384	163
385	193
386	151
387	154
388	182
389	171
390	172
391	200
392	177
393	175
394	175
395	161
396	140
397	184
398	179
399	156
400	185
401	174
402	199
403	233
404	261
405	288
406	270
407	293
408	265
409	230
410	219
411	164
412	158
413	161
414	146
415	186
416	201
417	194
418	209
419	219
420	218
421	179
422	170
423	184
424	159
425	156
426	163
427	152
428	158
429	161
430	156
431	148
432	162
433	155
434	147
435	159
436	161
437	157
438	150
439	137
440	148
441	151
442	155
443	192
444	186
445	167
446	181
447	168
448	165
449	161
450	158
451	158
452	170
453	148
454	132
455	165
456	145
457	166
458	174
459	149
460	154
461	151
462	171
463	142
464	177
465	143
466	130
467	148
468	168
469	133
470	155
471	145
472	166
473	156
474	151
475	155
476	165
477	156
478	140
479	158
480	159
481	148
482	142
483	134
484	157
485	148
486	157
487	139
488	160
489	159
490	160
491	168
492	147
493	156
494	132
495	158
496	155
497	139
498	131
499	167
500	154
501	154
502	141
503	154
504	152
505	125
506	134
507	150
508	136
509	121
510	146
511	134
512	123
513	159
514	163
515	134
516	151
517	133
518	122
519	146
520	158
521	139
522	155
523	159
524	154
525	143
526	143
527	136
528	144
529	135
530	151
531	156
532	135
533	132
