0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	1
50	4
51	4
52	5
53	34
54	224
55	1018
56	2155
57	2398
58	2123
59	1795
60	1564
61	1484
62	1397
63	1346
64	1243
65	1259
66	1227
67	1162
68	1182
69	1127
70	1083
71	1140
72	1106
73	1124
74	1072
75	1001
76	1085
77	1002
78	991
79	1066
80	1036
81	981
82	982
83	971
84	1000
85	1000
86	979
87	1027
88	964
89	987
90	959
91	951
92	998
93	919
94	954
95	950
96	934
97	913
98	914
99	882
100	915
101	971
102	869
103	900
104	847
105	901
106	835
107	937
108	891
109	875
110	872
111	857
112	862
113	849
114	866
115	869
116	830
117	796
118	930
119	884
120	918
121	790
122	835
123	830
124	812
125	846
126	783
127	829
128	809
129	790
130	804
131	750
132	756
133	792
134	775
135	767
136	801
137	807
138	801
139	753
140	774
141	811
142	767
143	798
144	804
145	776
146	786
147	758
148	771
149	758
150	736
151	762
152	739
153	740
154	785
155	802
156	741
157	784
158	743
159	745
160	766
161	766
162	739
163	710
164	734
165	719
166	751
167	748
168	740
169	733
170	689
171	712
172	739
173	666
174	727
175	709
176	735
177	752
178	741
179	765
180	762
181	726
182	674
183	658
184	641
185	726
186	688
187	570
188	633
189	660
190	654
191	636
192	599
193	700
194	640
195	625
196	615
197	674
198	645
199	581
200	644
201	645
202	640
203	613
204	657
205	696
206	740
207	735
208	743
209	648
210	679
211	624
212	668
213	663
214	625
215	614
216	634
217	620
218	583
219	586
220	601
221	613
222	570
223	560
224	610
225	557
226	553
227	558
228	560
229	546
230	578
231	543
232	558
233	573
234	568
235	534
236	575
237	555
238	508
239	546
240	520
241	486
242	546
243	567
244	531
245	579
246	573
247	543
248	534
249	541
250	555
251	527
252	561
253	546
254	534
255	522
256	542
257	501
258	542
259	542
260	539
261	512
262	500
263	483
264	506
265	546
266	505
267	507
268	532
269	511
270	523
271	502
272	508
273	511
274	531
275	564
276	518
277	546
278	513
279	552
280	529
281	499
282	485
283	537
284	502
285	509
286	515
287	517
288	488
289	523
290	547
291	515
292	526
293	514
294	500
295	549
296	468
297	509
298	544
299	506
300	505
301	523
302	506
303	513
304	512
305	519
306	514
307	509
308	545
309	519
310	486
311	504
312	518
313	542
314	536
315	519
316	556
317	552
318	519
319	538
320	505
321	514
322	560
323	543
324	513
325	532
326	617
327	551
328	576
329	523
330	562
331	541
332	587
333	567
334	538
335	574
336	580
337	550
338	622
339	645
340	700
341	888
342	1080
343	1491
344	1853
345	2004
346	1939
347	1565
348	1153
349	876
350	878
351	886
352	1179
353	1660
354	2327
355	3176
356	3516
357	3177
358	2405
359	1584
360	992
361	693
362	615
363	533
364	495
365	485
366	476
367	499
368	473
369	470
370	472
371	468
372	484
373	456
374	445
375	474
376	490
377	483
378	476
379	489
380	488
381	473
382	504
383	478
384	481
385	498
386	502
387	504
388	473
389	428
390	495
391	496
392	500
393	513
394	509
395	511
396	516
397	482
398	551
399	584
400	673
401	817
402	987
403	1392
404	1641
405	1790
406	1924
407	1838
408	1491
409	1099
410	786
411	684
412	609
413	573
414	561
415	625
416	772
417	850
418	995
419	960
420	916
421	764
422	648
423	603
424	542
425	493
426	493
427	457
428	459
429	488
430	417
431	470
432	485
433	461
434	445
435	477
436	421
437	476
438	492
439	489
440	489
441	484
442	475
443	495
444	493
445	544
446	509
447	517
448	535
449	503
450	539
451	518
452	542
453	490
454	457
455	491
456	508
457	557
458	510
459	536
460	496
461	511
462	511
463	486
464	534
465	499
466	511
467	525
468	504
469	522
470	479
471	485
472	511
473	467
474	484
475	489
476	499
477	442
478	491
479	537
480	482
481	461
482	456
483	496
484	453
485	492
486	479
487	473
488	478
489	466
490	462
491	441
492	480
493	475
494	422
495	461
496	494
497	447
498	528
499	504
500	519
501	509
502	463
503	441
504	442
505	509
506	489
507	445
508	447
509	468
510	518
511	457
512	480
513	450
514	482
515	501
516	464
517	481
518	460
519	467
520	521
